"tube_id","measurement_timepoint","measurement_date","health_score","notes"
"T0032",3,NA,NA,NA
"T0033",3,NA,NA,NA
"T0034",3,NA,NA,NA
"T0035",3,NA,NA,NA
"T0036",3,NA,NA,NA
"T0037",3,NA,NA,NA
"T0038",3,NA,NA,NA
"T0039",3,NA,NA,NA
"T0040",3,NA,NA,NA
"T0041",3,NA,NA,NA
"T0042",3,NA,NA,NA
"T0043",3,NA,NA,NA
"T0044",3,NA,NA,NA
"T0045",3,NA,NA,NA
"T0046",3,NA,NA,NA
"T0047",3,NA,NA,NA
"T0048",3,NA,NA,NA
"T0049",3,NA,NA,NA
"T0050",3,NA,NA,NA
"T0051",3,NA,NA,NA
"T0052",3,NA,NA,NA
"T0053",3,NA,NA,NA
"T0054",3,NA,NA,NA
"T0055",3,NA,NA,NA
"T0056",3,NA,NA,NA
"T0057",3,NA,NA,NA
"T0058",3,NA,NA,NA
"T0059",3,NA,NA,NA
"T0060",3,NA,NA,NA
"T0061",3,NA,NA,NA
"T0062",3,NA,NA,NA
"T0063",3,NA,NA,NA
"T0064",3,NA,NA,NA
"T0065",3,NA,NA,NA
"T0066",3,NA,NA,NA
"T0067",3,NA,NA,NA
"T0068",3,NA,NA,NA
"T0069",3,NA,NA,NA
"T0070",3,NA,NA,NA
"T0071",3,NA,NA,NA
"T0072",3,NA,NA,NA
"T0073",3,NA,NA,NA
"T0074",3,NA,NA,NA
"T0075",3,NA,NA,NA
"T0076",3,NA,NA,NA
"T0077",3,NA,NA,NA
"T0078",3,NA,NA,NA
"T0079",3,NA,NA,NA
"T0080",3,NA,NA,NA
"T0081",3,NA,NA,NA
"T0082",3,NA,NA,NA
"T0083",3,NA,NA,NA
"T0084",3,NA,NA,NA
"T0085",3,NA,NA,NA
"T0086",3,NA,NA,NA
"T0087",3,NA,NA,NA
"T0088",3,NA,NA,NA
"T0089",3,NA,NA,NA
"T0090",3,NA,NA,NA
"T0091",3,NA,NA,NA
"T0092",3,NA,NA,NA
"T0093",3,NA,NA,NA
"T0094",3,NA,NA,NA
"T0095",3,NA,NA,NA
"T0096",3,NA,NA,NA
"T0097",3,NA,NA,NA
"T0098",3,NA,NA,NA
"T0099",3,NA,NA,NA
"T0100",3,NA,NA,NA
"T0101",3,NA,NA,NA
"T0102",3,NA,NA,NA
"T0103",3,NA,NA,NA
"T0104",3,NA,NA,NA
"T0105",3,NA,NA,NA
"T0106",3,NA,NA,NA
"T0107",3,NA,NA,NA
"T0108",3,NA,NA,NA
"T0109",3,NA,NA,NA
"T0110",3,NA,NA,NA
"T0111",3,NA,NA,NA
"T0112",3,NA,NA,NA
"T0113",3,NA,NA,NA
"T0114",3,NA,NA,NA
"T0115",3,NA,NA,NA
"T0116",3,NA,NA,NA
"T0117",3,NA,NA,NA
"T0118",3,NA,NA,NA
"T0119",3,NA,NA,NA
"T0120",3,NA,NA,NA
"T0121",3,NA,NA,NA
"T0122",3,NA,NA,NA
"T0123",3,NA,NA,NA
"T0124",3,NA,NA,NA
"T0125",3,NA,NA,NA
"T0126",3,NA,NA,NA
"T0127",3,NA,NA,NA
"T0128",3,NA,NA,NA
"T0129",3,NA,NA,NA
"T0130",3,NA,NA,NA
"T0131",3,NA,NA,NA
"T0132",3,NA,NA,NA
"T0133",3,NA,NA,NA
"T0134",3,NA,NA,NA
"T0135",3,NA,NA,NA
"T0136",3,NA,NA,NA
"T0137",3,NA,NA,NA
"T0138",3,NA,NA,NA
"T0139",3,NA,NA,NA
"T0140",3,NA,NA,NA
"T0141",3,NA,NA,NA
"T0142",3,NA,NA,NA
"T0143",3,NA,NA,NA
"T0144",3,NA,NA,NA
"T0145",3,NA,NA,NA
"T0146",3,NA,NA,NA
"T0147",3,NA,NA,NA
"T0148",3,NA,NA,NA
"T0149",3,NA,NA,NA
"T0150",3,NA,NA,NA
"T0151",3,NA,NA,NA
"T0152",3,NA,NA,NA
"T0153",3,NA,NA,NA
"T0154",3,NA,NA,NA
"T0155",3,NA,NA,NA
"T0156",3,NA,NA,NA
"T0157",3,NA,NA,NA
"T0158",3,NA,NA,NA
"T0159",3,NA,NA,NA
"T0160",3,NA,NA,NA
"T0161",3,NA,NA,NA
"T0162",3,NA,NA,NA
"T0163",3,NA,NA,NA
"T0164",3,NA,NA,NA
"T0165",3,NA,NA,NA
"T0166",3,NA,NA,NA
"T0167",3,NA,NA,NA
"T0168",3,NA,NA,NA
"T0169",3,NA,NA,NA
"T0170",3,NA,NA,NA
"T0171",3,NA,NA,NA
"T0172",3,NA,NA,NA
"T0173",3,NA,NA,NA
"T0174",3,NA,NA,NA
"T0175",3,NA,NA,NA
"T0176",3,NA,NA,NA
"T0177",3,NA,NA,NA
"T0178",3,NA,NA,NA
"T0179",3,NA,NA,NA
"T0180",3,NA,NA,NA
"T0181",3,NA,NA,NA
"T0182",3,NA,NA,NA
"T0183",3,NA,NA,NA
"T0184",3,NA,NA,NA
"T0185",3,NA,NA,NA
"T0186",3,NA,NA,NA
"T0187",3,NA,NA,NA
"T0188",3,NA,NA,NA
"T0189",3,NA,NA,NA
"T0190",3,NA,NA,NA
"T0191",3,NA,NA,NA
"T0192",3,NA,NA,NA
"T0193",3,NA,NA,NA
"T0194",3,NA,NA,NA
"T0195",3,NA,NA,NA
"T0196",3,NA,NA,NA
"T0197",3,NA,NA,NA
"T0198",3,NA,NA,NA
"T0199",3,NA,NA,NA
"T0200",3,NA,NA,NA
"T0201",3,NA,NA,NA
"T0202",3,NA,NA,NA
"T0203",3,NA,NA,NA
"T0204",3,NA,NA,NA
"T0205",3,NA,NA,NA
"T0206",3,NA,NA,NA
"T0207",3,NA,NA,NA
"T0208",3,NA,NA,NA
"T0209",3,NA,NA,NA
"T0210",3,NA,NA,NA
"T0211",3,NA,NA,NA
"T0212",3,NA,NA,NA
"T0213",3,NA,NA,NA
"T0214",3,NA,NA,NA
"T0215",3,NA,NA,NA
"T0216",3,NA,NA,NA
"T0217",3,NA,NA,NA
"T0218",3,NA,NA,NA
"T0219",3,NA,NA,NA
"T0220",3,NA,NA,NA
"T0221",3,NA,NA,NA
"T0222",3,NA,NA,NA
"T0223",3,NA,NA,NA
"T0224",3,NA,NA,NA
"T0225",3,NA,NA,NA
"T0226",3,NA,NA,NA
"T0227",3,NA,NA,NA
"T0228",3,NA,NA,NA
"T0229",3,NA,NA,NA
"T0230",3,NA,NA,NA
"T0231",3,NA,NA,NA
"T0232",3,NA,NA,NA
"T0233",3,NA,NA,NA
"T0234",3,NA,NA,NA
"T0235",3,NA,NA,NA
"T0236",3,NA,NA,NA
"T0237",3,NA,NA,NA
"T0238",3,NA,NA,NA
"T0239",3,NA,NA,NA
"T0240",3,NA,NA,NA
"T0241",3,NA,NA,NA
"T0242",3,NA,NA,NA
"T0243",3,NA,NA,NA
"T0244",3,NA,NA,NA
"T0245",3,NA,NA,NA
"T0246",3,NA,NA,NA
"T0247",3,NA,NA,NA
"T0248",3,NA,NA,NA
"T0249",3,NA,NA,NA
"T0250",3,NA,NA,NA
"T0251",3,NA,NA,NA
"T0252",3,NA,NA,NA
"T0253",3,NA,NA,NA
"T0254",3,NA,NA,NA
"T0255",3,NA,NA,NA
"T0256",3,NA,NA,NA
"T0257",3,NA,NA,NA
"T0258",3,NA,NA,NA
"T0259",3,NA,NA,NA
"T0260",3,NA,NA,NA
"T0261",3,NA,NA,NA
"T0262",3,NA,NA,NA
"T0263",3,NA,NA,NA
"T0264",3,NA,NA,NA
"T0265",3,NA,NA,NA
"T0266",3,NA,NA,NA
"T0267",3,NA,NA,NA
"T0268",3,NA,NA,NA
"T0269",3,NA,NA,NA
"T0270",3,NA,NA,NA
"T0271",3,NA,NA,NA
"T0272",3,NA,NA,NA
"T0273",3,NA,NA,NA
"T0274",3,NA,NA,NA
"T0275",3,NA,NA,NA
"T0276",3,NA,NA,NA
"T0277",3,NA,NA,NA
"T0278",3,NA,NA,NA
"T0279",3,NA,NA,NA
"T0280",3,NA,NA,NA
"T0001",4,NA,NA,NA
"T0002",4,NA,NA,NA
"T0003",4,NA,NA,NA
"T0004",4,NA,NA,NA
"T0005",4,NA,NA,NA
"T0006",4,NA,NA,NA
"T0007",4,NA,NA,NA
"T0008",4,NA,NA,NA
"T0009",4,NA,NA,NA
"T0010",4,NA,NA,NA
"T0011",4,NA,NA,NA
"T0012",4,NA,NA,NA
"T0013",4,NA,NA,NA
"T0014",4,NA,NA,NA
"T0015",4,NA,NA,NA
"T0016",4,NA,NA,NA
"T0017",4,NA,NA,NA
"T0018",4,NA,NA,NA
"T0019",4,NA,NA,NA
"T0020",4,NA,NA,NA
"T0021",4,NA,NA,NA
"T0022",4,NA,NA,NA
"T0023",4,NA,NA,NA
"T0024",4,NA,NA,NA
"T0025",4,NA,NA,NA
"T0026",4,NA,NA,NA
"T0027",4,NA,NA,NA
"T0028",4,NA,NA,NA
"T0029",4,NA,NA,NA
"T0030",4,NA,NA,NA
"T0031",4,NA,NA,NA
"T0032",4,NA,NA,NA
"T0033",4,NA,NA,NA
"T0034",4,NA,NA,NA
"T0035",4,NA,NA,NA
"T0036",4,NA,NA,NA
"T0037",4,NA,NA,NA
"T0038",4,NA,NA,NA
"T0039",4,NA,NA,NA
"T0040",4,NA,NA,NA
"T0041",4,NA,NA,NA
"T0042",4,NA,NA,NA
"T0043",4,NA,NA,NA
"T0044",4,NA,NA,NA
"T0045",4,NA,NA,NA
"T0046",4,NA,NA,NA
"T0047",4,NA,NA,NA
"T0048",4,NA,NA,NA
"T0049",4,NA,NA,NA
"T0050",4,NA,NA,NA
"T0051",4,NA,NA,NA
"T0052",4,NA,NA,NA
"T0053",4,NA,NA,NA
"T0054",4,NA,NA,NA
"T0055",4,NA,NA,NA
"T0056",4,NA,NA,NA
"T0057",4,NA,NA,NA
"T0058",4,NA,NA,NA
"T0059",4,NA,NA,NA
"T0060",4,NA,NA,NA
"T0061",4,NA,NA,NA
"T0062",4,NA,NA,NA
"T0063",4,NA,NA,NA
"T0064",4,NA,NA,NA
"T0065",4,NA,NA,NA
"T0066",4,NA,NA,NA
"T0067",4,NA,NA,NA
"T0068",4,NA,NA,NA
"T0069",4,NA,NA,NA
"T0070",4,NA,NA,NA
"T0071",4,NA,NA,NA
"T0072",4,NA,NA,NA
"T0073",4,NA,NA,NA
"T0074",4,NA,NA,NA
"T0075",4,NA,NA,NA
"T0076",4,NA,NA,NA
"T0077",4,NA,NA,NA
"T0078",4,NA,NA,NA
"T0079",4,NA,NA,NA
"T0080",4,NA,NA,NA
"T0081",4,NA,NA,NA
"T0082",4,NA,NA,NA
"T0083",4,NA,NA,NA
"T0084",4,NA,NA,NA
"T0085",4,NA,NA,NA
"T0086",4,NA,NA,NA
"T0087",4,NA,NA,NA
"T0088",4,NA,NA,NA
"T0089",4,NA,NA,NA
"T0090",4,NA,NA,NA
"T0091",4,NA,NA,NA
"T0092",4,NA,NA,NA
"T0093",4,NA,NA,NA
"T0094",4,NA,NA,NA
"T0095",4,NA,NA,NA
"T0096",4,NA,NA,NA
"T0097",4,NA,NA,NA
"T0098",4,NA,NA,NA
"T0099",4,NA,NA,NA
"T0100",4,NA,NA,NA
"T0101",4,NA,NA,NA
"T0102",4,NA,NA,NA
"T0103",4,NA,NA,NA
"T0104",4,NA,NA,NA
"T0105",4,NA,NA,NA
"T0106",4,NA,NA,NA
"T0107",4,NA,NA,NA
"T0108",4,NA,NA,NA
"T0109",4,NA,NA,NA
"T0110",4,NA,NA,NA
"T0111",4,NA,NA,NA
"T0112",4,NA,NA,NA
"T0113",4,NA,NA,NA
"T0114",4,NA,NA,NA
"T0115",4,NA,NA,NA
"T0116",4,NA,NA,NA
"T0117",4,NA,NA,NA
"T0118",4,NA,NA,NA
"T0119",4,NA,NA,NA
"T0120",4,NA,NA,NA
"T0121",4,NA,NA,NA
"T0122",4,NA,NA,NA
"T0123",4,NA,NA,NA
"T0124",4,NA,NA,NA
"T0125",4,NA,NA,NA
"T0126",4,NA,NA,NA
"T0127",4,NA,NA,NA
"T0128",4,NA,NA,NA
"T0129",4,NA,NA,NA
"T0130",4,NA,NA,NA
"T0131",4,NA,NA,NA
"T0132",4,NA,NA,NA
"T0133",4,NA,NA,NA
"T0134",4,NA,NA,NA
"T0135",4,NA,NA,NA
"T0136",4,NA,NA,NA
"T0137",4,NA,NA,NA
"T0138",4,NA,NA,NA
"T0139",4,NA,NA,NA
"T0140",4,NA,NA,NA
"T0141",4,NA,NA,NA
"T0142",4,NA,NA,NA
"T0143",4,NA,NA,NA
"T0144",4,NA,NA,NA
"T0145",4,NA,NA,NA
"T0146",4,NA,NA,NA
"T0147",4,NA,NA,NA
"T0148",4,NA,NA,NA
"T0149",4,NA,NA,NA
"T0150",4,NA,NA,NA
"T0151",4,NA,NA,NA
"T0152",4,NA,NA,NA
"T0153",4,NA,NA,NA
"T0154",4,NA,NA,NA
"T0155",4,NA,NA,NA
"T0156",4,NA,NA,NA
"T0157",4,NA,NA,NA
"T0158",4,NA,NA,NA
"T0159",4,NA,NA,NA
"T0160",4,NA,NA,NA
"T0161",4,NA,NA,NA
"T0162",4,NA,NA,NA
"T0163",4,NA,NA,NA
"T0164",4,NA,NA,NA
"T0165",4,NA,NA,NA
"T0166",4,NA,NA,NA
"T0167",4,NA,NA,NA
"T0168",4,NA,NA,NA
"T0169",4,NA,NA,NA
"T0170",4,NA,NA,NA
"T0171",4,NA,NA,NA
"T0172",4,NA,NA,NA
"T0173",4,NA,NA,NA
"T0174",4,NA,NA,NA
"T0175",4,NA,NA,NA
"T0176",4,NA,NA,NA
"T0177",4,NA,NA,NA
"T0178",4,NA,NA,NA
"T0179",4,NA,NA,NA
"T0180",4,NA,NA,NA
"T0181",4,NA,NA,NA
"T0182",4,NA,NA,NA
"T0183",4,NA,NA,NA
"T0184",4,NA,NA,NA
"T0185",4,NA,NA,NA
"T0186",4,NA,NA,NA
"T0187",4,NA,NA,NA
"T0188",4,NA,NA,NA
"T0189",4,NA,NA,NA
"T0190",4,NA,NA,NA
"T0191",4,NA,NA,NA
"T0192",4,NA,NA,NA
"T0193",4,NA,NA,NA
"T0194",4,NA,NA,NA
"T0195",4,NA,NA,NA
"T0196",4,NA,NA,NA
"T0197",4,NA,NA,NA
"T0198",4,NA,NA,NA
"T0199",4,NA,NA,NA
"T0200",4,NA,NA,NA
"T0201",4,NA,NA,NA
"T0202",4,NA,NA,NA
"T0203",4,NA,NA,NA
"T0204",4,NA,NA,NA
"T0205",4,NA,NA,NA
"T0206",4,NA,NA,NA
"T0207",4,NA,NA,NA
"T0208",4,NA,NA,NA
"T0209",4,NA,NA,NA
"T0210",4,NA,NA,NA
"T0211",4,NA,NA,NA
"T0212",4,NA,NA,NA
"T0213",4,NA,NA,NA
"T0214",4,NA,NA,NA
"T0215",4,NA,NA,NA
"T0216",4,NA,NA,NA
"T0217",4,NA,NA,NA
"T0218",4,NA,NA,NA
"T0219",4,NA,NA,NA
"T0220",4,NA,NA,NA
"T0221",4,NA,NA,NA
"T0222",4,NA,NA,NA
"T0223",4,NA,NA,NA
"T0224",4,NA,NA,NA
"T0225",4,NA,NA,NA
"T0226",4,NA,NA,NA
"T0227",4,NA,NA,NA
"T0228",4,NA,NA,NA
"T0229",4,NA,NA,NA
"T0230",4,NA,NA,NA
"T0231",4,NA,NA,NA
"T0232",4,NA,NA,NA
"T0233",4,NA,NA,NA
"T0234",4,NA,NA,NA
"T0235",4,NA,NA,NA
"T0236",4,NA,NA,NA
"T0237",4,NA,NA,NA
"T0238",4,NA,NA,NA
"T0239",4,NA,NA,NA
"T0240",4,NA,NA,NA
"T0241",4,NA,NA,NA
"T0242",4,NA,NA,NA
"T0243",4,NA,NA,NA
"T0244",4,NA,NA,NA
"T0245",4,NA,NA,NA
"T0246",4,NA,NA,NA
"T0247",4,NA,NA,NA
"T0248",4,NA,NA,NA
"T0249",4,NA,NA,NA
"T0250",4,NA,NA,NA
"T0251",4,NA,NA,NA
"T0252",4,NA,NA,NA
"T0253",4,NA,NA,NA
"T0254",4,NA,NA,NA
"T0255",4,NA,NA,NA
"T0256",4,NA,NA,NA
"T0257",4,NA,NA,NA
"T0258",4,NA,NA,NA
"T0259",4,NA,NA,NA
"T0260",4,NA,NA,NA
"T0261",4,NA,NA,NA
"T0262",4,NA,NA,NA
"T0263",4,NA,NA,NA
"T0264",4,NA,NA,NA
"T0265",4,NA,NA,NA
"T0266",4,NA,NA,NA
"T0267",4,NA,NA,NA
"T0268",4,NA,NA,NA
"T0269",4,NA,NA,NA
"T0270",4,NA,NA,NA
"T0271",4,NA,NA,NA
"T0272",4,NA,NA,NA
"T0273",4,NA,NA,NA
"T0274",4,NA,NA,NA
"T0275",4,NA,NA,NA
"T0276",4,NA,NA,NA
"T0277",4,NA,NA,NA
"T0278",4,NA,NA,NA
"T0279",4,NA,NA,NA
"T0280",4,NA,NA,NA
"T0001",5,NA,NA,NA
"T0002",5,NA,NA,NA
"T0003",5,NA,NA,NA
"T0004",5,NA,NA,NA
"T0005",5,NA,NA,NA
"T0006",5,NA,NA,NA
"T0007",5,NA,NA,NA
"T0008",5,NA,NA,NA
"T0009",5,NA,NA,NA
"T0010",5,NA,NA,NA
"T0011",5,NA,NA,NA
"T0012",5,NA,NA,NA
"T0013",5,NA,NA,NA
"T0014",5,NA,NA,NA
"T0015",5,NA,NA,NA
"T0016",5,NA,NA,NA
"T0017",5,NA,NA,NA
"T0018",5,NA,NA,NA
"T0019",5,NA,NA,NA
"T0020",5,NA,NA,NA
"T0021",5,NA,NA,NA
"T0022",5,NA,NA,NA
"T0023",5,NA,NA,NA
"T0024",5,NA,NA,NA
"T0025",5,NA,NA,NA
"T0026",5,NA,NA,NA
"T0027",5,NA,NA,NA
"T0028",5,NA,NA,NA
"T0029",5,NA,NA,NA
"T0030",5,NA,NA,NA
"T0031",5,NA,NA,NA
"T0032",5,NA,NA,NA
"T0033",5,NA,NA,NA
"T0034",5,NA,NA,NA
"T0035",5,NA,NA,NA
"T0036",5,NA,NA,NA
"T0037",5,NA,NA,NA
"T0038",5,NA,NA,NA
"T0039",5,NA,NA,NA
"T0040",5,NA,NA,NA
"T0041",5,NA,NA,NA
"T0042",5,NA,NA,NA
"T0043",5,NA,NA,NA
"T0044",5,NA,NA,NA
"T0045",5,NA,NA,NA
"T0046",5,NA,NA,NA
"T0047",5,NA,NA,NA
"T0048",5,NA,NA,NA
"T0049",5,NA,NA,NA
"T0050",5,NA,NA,NA
"T0051",5,NA,NA,NA
"T0052",5,NA,NA,NA
"T0053",5,NA,NA,NA
"T0054",5,NA,NA,NA
"T0055",5,NA,NA,NA
"T0056",5,NA,NA,NA
"T0057",5,NA,NA,NA
"T0058",5,NA,NA,NA
"T0059",5,NA,NA,NA
"T0060",5,NA,NA,NA
"T0061",5,NA,NA,NA
"T0062",5,NA,NA,NA
"T0063",5,NA,NA,NA
"T0064",5,NA,NA,NA
"T0065",5,NA,NA,NA
"T0066",5,NA,NA,NA
"T0067",5,NA,NA,NA
"T0068",5,NA,NA,NA
"T0069",5,NA,NA,NA
"T0070",5,NA,NA,NA
"T0071",5,NA,NA,NA
"T0072",5,NA,NA,NA
"T0073",5,NA,NA,NA
"T0074",5,NA,NA,NA
"T0075",5,NA,NA,NA
"T0076",5,NA,NA,NA
"T0077",5,NA,NA,NA
"T0078",5,NA,NA,NA
"T0079",5,NA,NA,NA
"T0080",5,NA,NA,NA
"T0081",5,NA,NA,NA
"T0082",5,NA,NA,NA
"T0083",5,NA,NA,NA
"T0084",5,NA,NA,NA
"T0085",5,NA,NA,NA
"T0086",5,NA,NA,NA
"T0087",5,NA,NA,NA
"T0088",5,NA,NA,NA
"T0089",5,NA,NA,NA
"T0090",5,NA,NA,NA
"T0091",5,NA,NA,NA
"T0092",5,NA,NA,NA
"T0093",5,NA,NA,NA
"T0094",5,NA,NA,NA
"T0095",5,NA,NA,NA
"T0096",5,NA,NA,NA
"T0097",5,NA,NA,NA
"T0098",5,NA,NA,NA
"T0099",5,NA,NA,NA
"T0100",5,NA,NA,NA
"T0101",5,NA,NA,NA
"T0102",5,NA,NA,NA
"T0103",5,NA,NA,NA
"T0104",5,NA,NA,NA
"T0105",5,NA,NA,NA
"T0106",5,NA,NA,NA
"T0107",5,NA,NA,NA
"T0108",5,NA,NA,NA
"T0109",5,NA,NA,NA
"T0110",5,NA,NA,NA
"T0111",5,NA,NA,NA
"T0112",5,NA,NA,NA
"T0113",5,NA,NA,NA
"T0114",5,NA,NA,NA
"T0115",5,NA,NA,NA
"T0116",5,NA,NA,NA
"T0117",5,NA,NA,NA
"T0118",5,NA,NA,NA
"T0119",5,NA,NA,NA
"T0120",5,NA,NA,NA
"T0121",5,NA,NA,NA
"T0122",5,NA,NA,NA
"T0123",5,NA,NA,NA
"T0124",5,NA,NA,NA
"T0125",5,NA,NA,NA
"T0126",5,NA,NA,NA
"T0127",5,NA,NA,NA
"T0128",5,NA,NA,NA
"T0129",5,NA,NA,NA
"T0130",5,NA,NA,NA
"T0131",5,NA,NA,NA
"T0132",5,NA,NA,NA
"T0133",5,NA,NA,NA
"T0134",5,NA,NA,NA
"T0135",5,NA,NA,NA
"T0136",5,NA,NA,NA
"T0137",5,NA,NA,NA
"T0138",5,NA,NA,NA
"T0139",5,NA,NA,NA
"T0140",5,NA,NA,NA
"T0141",5,NA,NA,NA
"T0142",5,NA,NA,NA
"T0143",5,NA,NA,NA
"T0144",5,NA,NA,NA
"T0145",5,NA,NA,NA
"T0146",5,NA,NA,NA
"T0147",5,NA,NA,NA
"T0148",5,NA,NA,NA
"T0149",5,NA,NA,NA
"T0150",5,NA,NA,NA
"T0151",5,NA,NA,NA
"T0152",5,NA,NA,NA
"T0153",5,NA,NA,NA
"T0154",5,NA,NA,NA
"T0155",5,NA,NA,NA
"T0156",5,NA,NA,NA
"T0157",5,NA,NA,NA
"T0158",5,NA,NA,NA
"T0159",5,NA,NA,NA
"T0160",5,NA,NA,NA
"T0161",5,NA,NA,NA
"T0162",5,NA,NA,NA
"T0163",5,NA,NA,NA
"T0164",5,NA,NA,NA
"T0165",5,NA,NA,NA
"T0166",5,NA,NA,NA
"T0167",5,NA,NA,NA
"T0168",5,NA,NA,NA
"T0169",5,NA,NA,NA
"T0170",5,NA,NA,NA
"T0171",5,NA,NA,NA
"T0172",5,NA,NA,NA
"T0173",5,NA,NA,NA
"T0174",5,NA,NA,NA
"T0175",5,NA,NA,NA
"T0176",5,NA,NA,NA
"T0177",5,NA,NA,NA
"T0178",5,NA,NA,NA
"T0179",5,NA,NA,NA
"T0180",5,NA,NA,NA
"T0181",5,NA,NA,NA
"T0182",5,NA,NA,NA
"T0183",5,NA,NA,NA
"T0184",5,NA,NA,NA
"T0185",5,NA,NA,NA
"T0186",5,NA,NA,NA
"T0187",5,NA,NA,NA
"T0188",5,NA,NA,NA
"T0189",5,NA,NA,NA
"T0190",5,NA,NA,NA
"T0191",5,NA,NA,NA
"T0192",5,NA,NA,NA
"T0193",5,NA,NA,NA
"T0194",5,NA,NA,NA
"T0195",5,NA,NA,NA
"T0196",5,NA,NA,NA
"T0197",5,NA,NA,NA
"T0198",5,NA,NA,NA
"T0199",5,NA,NA,NA
"T0200",5,NA,NA,NA
"T0201",5,NA,NA,NA
"T0202",5,NA,NA,NA
"T0203",5,NA,NA,NA
"T0204",5,NA,NA,NA
"T0205",5,NA,NA,NA
"T0206",5,NA,NA,NA
"T0207",5,NA,NA,NA
"T0208",5,NA,NA,NA
"T0209",5,NA,NA,NA
"T0210",5,NA,NA,NA
"T0211",5,NA,NA,NA
"T0212",5,NA,NA,NA
"T0213",5,NA,NA,NA
"T0214",5,NA,NA,NA
"T0215",5,NA,NA,NA
"T0216",5,NA,NA,NA
"T0217",5,NA,NA,NA
"T0218",5,NA,NA,NA
"T0219",5,NA,NA,NA
"T0220",5,NA,NA,NA
"T0221",5,NA,NA,NA
"T0222",5,NA,NA,NA
"T0223",5,NA,NA,NA
"T0224",5,NA,NA,NA
"T0225",5,NA,NA,NA
"T0226",5,NA,NA,NA
"T0227",5,NA,NA,NA
"T0228",5,NA,NA,NA
"T0229",5,NA,NA,NA
"T0230",5,NA,NA,NA
"T0231",5,NA,NA,NA
"T0232",5,NA,NA,NA
"T0233",5,NA,NA,NA
"T0234",5,NA,NA,NA
"T0235",5,NA,NA,NA
"T0236",5,NA,NA,NA
"T0237",5,NA,NA,NA
"T0238",5,NA,NA,NA
"T0239",5,NA,NA,NA
"T0240",5,NA,NA,NA
"T0241",5,NA,NA,NA
"T0242",5,NA,NA,NA
"T0243",5,NA,NA,NA
"T0244",5,NA,NA,NA
"T0245",5,NA,NA,NA
"T0246",5,NA,NA,NA
"T0247",5,NA,NA,NA
"T0248",5,NA,NA,NA
"T0249",5,NA,NA,NA
"T0250",5,NA,NA,NA
"T0251",5,NA,NA,NA
"T0252",5,NA,NA,NA
"T0253",5,NA,NA,NA
"T0254",5,NA,NA,NA
"T0255",5,NA,NA,NA
"T0256",5,NA,NA,NA
"T0257",5,NA,NA,NA
"T0258",5,NA,NA,NA
"T0259",5,NA,NA,NA
"T0260",5,NA,NA,NA
"T0261",5,NA,NA,NA
"T0262",5,NA,NA,NA
"T0263",5,NA,NA,NA
"T0264",5,NA,NA,NA
"T0265",5,NA,NA,NA
"T0266",5,NA,NA,NA
"T0267",5,NA,NA,NA
"T0268",5,NA,NA,NA
"T0269",5,NA,NA,NA
"T0270",5,NA,NA,NA
"T0271",5,NA,NA,NA
"T0272",5,NA,NA,NA
"T0273",5,NA,NA,NA
"T0274",5,NA,NA,NA
"T0275",5,NA,NA,NA
"T0276",5,NA,NA,NA
"T0277",5,NA,NA,NA
"T0278",5,NA,NA,NA
"T0279",5,NA,NA,NA
"T0280",5,NA,NA,NA
"T0001",6,NA,NA,NA
"T0002",6,NA,NA,NA
"T0003",6,NA,NA,NA
"T0004",6,NA,NA,NA
"T0005",6,NA,NA,NA
"T0006",6,NA,NA,NA
"T0007",6,NA,NA,NA
"T0008",6,NA,NA,NA
"T0009",6,NA,NA,NA
"T0010",6,NA,NA,NA
"T0011",6,NA,NA,NA
"T0012",6,NA,NA,NA
"T0013",6,NA,NA,NA
"T0014",6,NA,NA,NA
"T0015",6,NA,NA,NA
"T0016",6,NA,NA,NA
"T0017",6,NA,NA,NA
"T0018",6,NA,NA,NA
"T0019",6,NA,NA,NA
"T0020",6,NA,NA,NA
"T0021",6,NA,NA,NA
"T0022",6,NA,NA,NA
"T0023",6,NA,NA,NA
"T0024",6,NA,NA,NA
"T0025",6,NA,NA,NA
"T0026",6,NA,NA,NA
"T0027",6,NA,NA,NA
"T0028",6,NA,NA,NA
"T0029",6,NA,NA,NA
"T0030",6,NA,NA,NA
"T0031",6,NA,NA,NA
"T0032",6,NA,NA,NA
"T0033",6,NA,NA,NA
"T0034",6,NA,NA,NA
"T0035",6,NA,NA,NA
"T0036",6,NA,NA,NA
"T0037",6,NA,NA,NA
"T0038",6,NA,NA,NA
"T0039",6,NA,NA,NA
"T0040",6,NA,NA,NA
"T0041",6,NA,NA,NA
"T0042",6,NA,NA,NA
"T0043",6,NA,NA,NA
"T0044",6,NA,NA,NA
"T0045",6,NA,NA,NA
"T0046",6,NA,NA,NA
"T0047",6,NA,NA,NA
"T0048",6,NA,NA,NA
"T0049",6,NA,NA,NA
"T0050",6,NA,NA,NA
"T0051",6,NA,NA,NA
"T0052",6,NA,NA,NA
"T0053",6,NA,NA,NA
"T0054",6,NA,NA,NA
"T0055",6,NA,NA,NA
"T0056",6,NA,NA,NA
"T0057",6,NA,NA,NA
"T0058",6,NA,NA,NA
"T0059",6,NA,NA,NA
"T0060",6,NA,NA,NA
"T0061",6,NA,NA,NA
"T0062",6,NA,NA,NA
"T0063",6,NA,NA,NA
"T0064",6,NA,NA,NA
